TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63756957313535,66.0,1.0,0.0,0.0,65.0,--
63756957314528,66.1,1.1,0.0,0.0,65.0,--
63756957315525,65.2,0.2,0.0,0.0,65.0,--
63756957316532,66.0,1.0,0.0,0.0,65.0,--
63756957317528,65.1,0.1,0.0,0.0,65.0,--
63756957318531,65.9,0.9,0.0,0.0,65.0,--
63756957319532,65.6,0.6,0.0,0.0,65.0,--
63756957320536,65.4,0.4,0.0,0.0,65.0,--
63756957321543,65.2,0.2,0.0,0.0,65.0,--
63756957322545,65.4,0.4,0.0,0.0,65.0,--
63756957323547,66.4,1.4,0.0,0.0,65.0,--
63756957324541,65.1,0.1,0.0,0.0,65.0,--
63756957325541,65.8,0.8,0.0,0.0,65.0,--
63756957326545,66.2,1.2,0.0,0.0,65.0,--
63756957327548,65.4,0.4,0.0,0.0,65.0,--
63756957328545,65.7,0.7,0.0,0.0,65.0,--
63756957329542,65.1,0.1,0.0,0.0,65.0,--
63756957330553,65.7,0.7,0.0,0.0,65.0,--
63756957331550,66.3,1.3,0.0,0.0,65.0,--
63756957332544,65.3,0.3,0.0,0.0,65.0,--
63756957333543,65.8,0.8,0.0,0.0,65.0,--
63756957334555,66.2,1.2,0.0,0.0,65.0,--
63756957335544,65.7,0.7,0.0,0.0,65.0,--
63756957336547,65.6,0.6,0.0,0.0,65.0,--
63756957337551,65.4,0.4,0.0,0.0,65.0,--
63756957338544,65.8,0.8,0.0,0.0,65.0,--
63756957339541,66.0,1.0,0.0,0.0,65.0,--
63756957340549,65.8,0.8,0.0,0.0,65.0,--
63756957341541,65.8,0.8,0.0,0.0,65.0,--
63756957342542,66.1,1.1,0.0,0.0,65.0,--
63756957343543,65.9,0.9,0.0,0.0,65.0,--
63756957344542,65.8,0.8,0.0,0.0,65.0,--
63756957345542,65.6,0.5,0.0,0.0,65.0,--
63756957346547,66.3,1.3,0.0,0.0,65.0,--
63756957347542,65.9,0.9,0.0,0.0,65.0,--
63756957348550,66.6,1.6,0.0,0.0,65.0,--
63756957349542,65.8,0.8,0.0,0.0,65.0,--
63756957350549,65.5,0.5,0.0,0.0,65.0,--
63756957351547,65.5,0.5,0.0,0.0,65.0,--
63756957352550,65.4,0.4,0.0,0.0,65.0,--
63756957353542,65.0,0.0,0.0,0.0,65.0,--
63756957354545,66.2,1.2,0.0,0.0,65.0,--
63756957355546,66.9,1.9,0.0,0.0,65.0,--
63756957356549,65.9,0.9,0.0,0.0,65.0,--
63756957357547,65.5,0.5,0.0,0.0,65.0,--
63756957358546,66.1,1.1,0.0,0.0,65.0,--
63756957359545,65.2,0.2,0.0,0.0,65.0,--
63756957360547,65.9,0.9,0.0,0.0,65.0,--
63756957361546,65.8,0.8,0.0,0.0,65.0,--
63756957362550,65.1,0.1,0.0,0.0,65.0,--
63756957363542,65.6,0.6,0.0,0.0,65.0,--
63756957364541,67.5,2.5,0.0,0.0,65.0,--
63756957365550,66.1,1.1,0.0,0.0,65.0,--
63756957366550,65.6,0.6,0.0,0.0,65.0,--
63756957367541,65.0,0.0,0.0,0.0,65.0,--
63756957368552,68.4,3.3,0.0,0.1,65.0,--
63756957369541,68.1,2.9,0.0,0.1,65.0,--
63756957370543,79.3,14.3,0.0,0.0,65.0,--
63756957371549,77.2,12.2,0.0,0.0,65.0,--
63756957372547,81.5,16.4,0.0,0.1,65.0,--
63756957373550,78.0,12.9,0.0,0.1,65.0,--
63756957374551,77.2,12.1,0.0,0.1,65.0,--
63756957375541,67.6,2.1,0.0,0.4,65.0,--
63756957376554,79.1,14.0,0.0,0.1,65.0,--
63756957377541,79.0,13.9,0.0,0.1,65.0,--
63756957378544,77.5,12.4,0.0,0.1,65.0,--
63756957379545,79.4,14.0,0.0,0.4,65.0,--
63756957380543,74.1,9.0,0.0,0.1,65.0,--
63756957381619,76.7,11.6,0.0,0.1,65.0,--
63756957382619,76.9,11.8,0.0,0.1,65.0,--
63756957383622,78.6,13.5,0.0,0.1,65.0,--
63756957384622,77.9,12.8,0.0,0.1,65.0,--
63756957385623,73.9,8.8,0.0,0.1,65.0,--
63756957386620,79.8,14.7,0.0,0.1,65.0,--
63756957387619,77.1,12.0,0.0,0.1,65.0,--
63756957388622,77.5,12.4,0.0,0.1,65.0,--
63756957389628,75.9,10.8,0.0,0.1,65.0,--
63756957390619,79.1,14.0,0.0,0.1,65.0,--
63756957391619,77.7,12.6,0.0,0.1,65.0,--
63756957392625,77.3,12.1,0.0,0.1,65.0,--
63756957393620,76.7,11.6,0.0,0.1,65.0,--
63756957394628,79.7,14.6,0.0,0.1,65.0,--
63756957395621,76.7,11.6,0.0,0.1,65.0,--
63756957396621,92.2,27.6,-0.5,0.1,65.0,--
63756957397622,78.3,13.7,-0.5,0.1,65.0,--
63756957398622,79.1,14.5,-0.5,0.1,65.0,--
63756957399621,80.7,16.1,-0.5,0.1,65.0,--
63756957400620,77.7,13.1,-0.5,0.1,65.0,--
63756957401651,80.1,15.4,-0.5,0.2,65.0,--
63756957402650,76.3,11.7,-0.5,0.1,65.0,--
63756957403653,78.1,13.4,-0.5,0.1,65.0,--
63756957404653,76.6,12.0,-0.5,0.1,65.0,--
63756957405650,74.3,9.8,-0.5,0.1,65.0,--
63756957406656,68.4,3.7,-0.5,0.1,65.0,--
63756957407651,70.7,6.1,-0.5,0.1,65.0,--
63756957408659,69.2,4.6,-0.5,0.1,65.0,--
63756957409653,69.7,5.0,-0.5,0.2,65.0,--
63756957410653,67.1,2.4,-0.5,0.1,65.0,--
63756957411659,68.4,3.8,-0.5,0.2,65.0,--
63756957412656,79.3,14.7,-0.5,0.1,65.0,--
63756957413650,71.6,7.0,-0.5,0.1,65.0,--
63756957414668,67.9,3.3,-0.5,0.1,65.0,--
63756957415666,69.4,4.9,-0.5,0.0,65.0,--
63756957416667,65.6,1.1,-0.5,0.0,65.0,--
63756957417666,65.8,1.3,-0.5,0.0,65.0,--
63756957418666,64.8,0.3,-0.5,0.0,65.0,--
63756957419670,65.2,0.7,-0.5,0.0,65.0,--
63756957420669,68.1,3.5,-0.5,0.0,65.0,--
63756957421667,67.2,2.7,-0.5,0.0,65.0,--
63756957422667,65.3,0.8,-0.5,0.0,65.0,--
63756957423670,66.2,1.7,-0.5,0.0,65.0,--
63756957424671,64.8,0.3,-0.5,0.0,65.0,--
63756957425666,65.2,0.7,-0.5,0.0,65.0,--
63756957426668,65.4,0.9,-0.5,0.0,65.0,--
63756957427667,65.6,1.1,-0.5,0.0,65.0,--
63756957428670,65.7,1.2,-0.5,0.0,65.0,--
63756957429666,65.5,1.0,-0.5,0.0,65.0,--
63756957430668,64.8,0.3,-0.5,0.0,65.0,--
63756957431667,64.7,0.2,-0.5,0.0,65.0,--
63756957432667,64.8,0.3,-0.5,0.0,65.0,--
63756957433667,65.3,0.8,-0.5,0.0,65.0,--
63756957434669,65.6,1.1,-0.5,0.0,65.0,--
63756957435667,65.8,1.3,-0.5,0.0,65.0,--
63756957436667,65.3,0.8,-0.5,0.0,65.0,--
63756957437668,64.8,0.3,-0.5,0.0,65.0,--
63756957438667,65.0,0.5,-0.5,0.0,65.0,--
63756957439667,65.9,1.4,-0.5,0.0,65.0,--
63756957440670,65.1,0.6,-0.5,0.0,65.0,--
63756957441667,65.8,1.3,-0.5,0.0,65.0,--
63756957442667,65.0,0.5,-0.5,0.0,65.0,--
63756957443667,67.5,3.0,-0.5,0.0,65.0,--
63756957444667,65.0,0.5,-0.5,0.0,65.0,--
63756957445686,65.1,0.6,-0.5,0.0,65.0,--
63756957446682,66.0,1.5,-0.5,0.0,65.0,--
63756957447691,65.6,1.1,-0.5,0.0,65.0,--
63756957448696,66.0,1.5,-0.5,0.0,65.0,--
63756957449688,65.6,1.1,-0.5,0.0,65.0,--
63756957450693,66.9,2.4,-0.5,0.0,65.0,--
63756957451693,65.0,0.5,-0.5,0.0,65.0,--
63756957452684,65.6,1.1,-0.5,0.0,65.0,--
63756957453691,65.0,0.5,-0.5,0.0,65.0,--
63756957454692,66.2,1.7,-0.5,0.0,65.0,--
63756957455695,65.1,0.6,-0.5,0.0,65.0,--
63756957456696,66.2,1.7,-0.5,0.0,65.0,--
63756957457700,65.2,0.7,-0.5,0.0,65.0,--
63756957458701,65.1,0.6,-0.5,0.0,65.0,--
63756957459699,65.0,0.5,-0.5,0.0,65.0,--
63756957460700,65.1,0.6,-0.5,0.0,65.0,--
63756957461698,65.0,0.5,-0.5,0.0,65.0,--
63756957462700,65.6,1.1,-0.5,0.0,65.0,--
63756957463700,65.0,0.5,-0.5,0.0,65.0,--
63756957464699,65.0,0.5,-0.5,0.0,65.0,--
63756957465699,64.5,0.0,-0.5,0.0,65.0,--
63756957466700,66.4,1.9,-0.5,0.0,65.0,--
63756957467701,65.3,0.8,-0.5,0.0,65.0,--
63756957468700,65.6,1.1,-0.5,0.0,65.0,--
63756957469698,65.0,0.5,-0.5,0.0,65.0,--
63756957470698,65.3,0.8,-0.5,0.0,65.0,--
63756957471698,64.8,0.3,-0.5,0.0,65.0,--
63756957472700,65.7,1.2,-0.5,0.0,65.0,--
63756957473701,65.6,1.1,-0.5,0.0,65.0,--
63756957474699,65.8,1.3,-0.5,0.0,65.0,--
63756957475700,65.3,0.8,-0.5,0.0,65.0,--
63756957476702,65.4,0.9,-0.5,0.0,65.0,--
63756957477699,64.9,0.4,-0.5,0.0,65.0,--
63756957478701,66.2,1.7,-0.5,0.0,65.0,--
63756957479697,64.9,0.4,-0.5,0.0,65.0,--
63756957480699,65.6,1.1,-0.5,0.0,65.0,--
63756957481701,65.9,1.4,-0.5,0.0,65.0,--
63756957482699,65.5,1.0,-0.5,0.0,65.0,--
63756957483699,65.3,0.8,-0.5,0.0,65.0,--
63756957484699,65.1,0.6,-0.5,0.0,65.0,--
63756957485697,65.2,0.7,-0.5,0.0,65.0,--
63756957486701,65.2,0.7,-0.5,0.0,65.0,--
63756957487710,65.6,1.1,-0.5,0.0,65.0,--
63756957488710,65.9,1.4,-0.5,0.0,65.0,--
63756957489700,65.3,0.8,-0.5,0.0,65.0,--
63756957490697,65.5,1.0,-0.5,0.0,65.0,--
63756957491697,65.3,0.8,-0.5,0.0,65.0,--
63756957492708,65.9,1.4,-0.5,0.0,65.0,--
63756957493702,66.5,2.0,-0.5,0.0,65.0,--
63756957494710,65.6,1.1,-0.5,0.0,65.0,--
63756957495700,64.7,0.2,-0.5,0.0,65.0,--
63756957496711,66.3,1.8,-0.5,0.0,65.0,--
63756957497698,65.4,0.9,-0.5,0.0,65.0,--
63756957498712,66.1,1.6,-0.5,0.0,65.0,--
63756957499713,64.5,0.0,-0.5,0.0,65.0,--
63756957500713,66.4,1.9,-0.5,0.0,65.0,--
63756957501714,64.8,0.3,-0.5,0.0,65.0,--
63756957502715,64.8,0.3,-0.5,0.0,65.0,--
63756957503714,66.1,1.6,-0.5,0.0,65.0,--
63756957504718,64.6,0.1,-0.5,0.0,65.0,--
63756957505713,65.5,1.0,-0.5,0.0,65.0,--
63756957506715,65.9,1.4,-0.5,0.0,65.0,--
63756957507716,64.5,0.0,-0.5,0.0,65.0,--
63756957508713,64.9,0.4,-0.5,0.0,65.0,--
63756957509713,65.3,0.8,-0.5,0.0,65.0,--
63756957510713,65.1,0.6,-0.5,0.0,65.0,--
63756957511713,65.6,1.1,-0.5,0.0,65.0,--
63756957512712,65.8,1.3,-0.5,0.0,65.0,--
63756957513716,64.9,0.4,-0.5,0.0,65.0,--
63756957514717,65.4,0.9,-0.5,0.0,65.0,--
63756957515713,65.2,0.7,-0.5,0.0,65.0,--
63756957516715,65.6,1.1,-0.5,0.0,65.0,--
63756957517714,65.6,1.1,-0.5,0.0,65.0,--
63756957518716,65.6,1.1,-0.5,0.0,65.0,--
63756957519714,65.8,1.3,-0.5,0.0,65.0,--
63756957520714,66.2,1.7,-0.5,0.0,65.0,--
63756957521713,65.0,0.5,-0.5,0.0,65.0,--
63756957522714,64.8,0.3,-0.5,0.0,65.0,--
63756957523714,65.9,1.4,-0.5,0.0,65.0,--
63756957524715,65.4,0.9,-0.5,0.0,65.0,--
63756957525715,65.0,0.5,-0.5,0.0,65.0,--
63756957526717,65.7,1.2,-0.5,0.0,65.0,--
63756957527713,65.2,0.7,-0.5,0.0,65.0,--
63756957528717,65.2,0.7,-0.5,0.0,65.0,--
63756957529714,65.5,1.0,-0.5,0.0,65.0,--
63756957530713,65.5,1.0,-0.5,0.0,65.0,--
63756957531713,64.5,0.0,-0.5,0.0,65.0,--
63756957532714,65.1,0.6,-0.5,0.0,65.0,--
63756957533714,65.1,0.6,-0.5,0.0,65.0,--
63756957534713,64.7,0.2,-0.5,0.0,65.0,--
63756957535713,65.4,0.9,-0.5,0.0,65.0,--
63756957536713,65.3,0.8,-0.5,0.0,65.0,--
63756957537717,65.2,0.7,-0.5,0.0,65.0,--
63756957538714,66.6,2.1,-0.5,0.0,65.0,--
63756957539713,65.0,0.5,-0.5,0.0,65.0,--
63756957540717,65.5,1.0,-0.5,0.0,65.0,--
63756957541717,65.9,1.4,-0.5,0.0,65.0,--
63756957542714,64.9,0.4,-0.5,0.0,65.0,--
63756957543714,65.0,0.5,-0.5,0.0,65.0,--
63756957544716,66.0,1.5,-0.5,0.0,65.0,--
63756957545717,64.8,0.3,-0.5,0.0,65.0,--
63756957546716,65.8,1.3,-0.5,0.0,65.0,--
63756957547714,65.5,1.0,-0.5,0.0,65.0,--
63756957548715,65.4,0.8,-0.5,0.0,65.0,--
63756957549716,65.9,1.4,-0.5,0.0,65.0,--
63756957550717,66.2,1.7,-0.5,0.0,65.0,--
63756957551713,65.2,0.7,-0.5,0.0,65.0,--
63756957552714,64.6,0.1,-0.5,0.0,65.0,--
63756957553715,65.3,0.8,-0.5,0.0,65.0,--
63756957554714,65.9,1.4,-0.5,0.0,65.0,--
63756957555745,65.0,0.5,-0.5,0.0,65.0,--
63756957556745,65.0,0.5,-0.5,0.0,65.0,--
63756957557746,65.1,0.6,-0.5,0.0,65.0,--
63756957558745,66.9,2.4,-0.5,0.0,65.0,--
63756957559744,65.0,0.5,-0.5,0.0,65.0,--
63756957560747,64.9,0.4,-0.5,0.0,65.0,--
63756957561745,65.5,1.0,-0.5,0.0,65.0,--
63756957562746,65.3,0.8,-0.5,0.0,65.0,--
63756957563746,65.6,1.1,-0.5,0.0,65.0,--
63756957564744,65.0,0.5,-0.5,0.0,65.0,--
63756957565745,64.8,0.3,-0.5,0.0,65.0,--
63756957566744,64.5,0.0,-0.5,0.0,65.0,--
63756957567744,66.1,1.6,-0.5,0.0,65.0,--
63756957568745,65.3,0.8,-0.5,0.0,65.0,--
63756957569747,65.4,0.9,-0.5,0.0,65.0,--
63756957570766,66.2,1.7,-0.5,0.0,65.0,--
63756957571760,65.1,0.6,-0.5,0.0,65.0,--
63756957572768,65.1,0.5,-0.5,0.0,65.0,--
63756957573761,65.1,0.6,-0.5,0.0,65.0,--
63756957574766,65.8,1.3,-0.5,0.0,65.0,--
63756957575778,65.4,0.9,-0.5,0.0,65.0,--
63756957576778,65.3,0.8,-0.5,0.0,65.0,--
63756957577778,65.1,0.6,-0.5,0.0,65.0,--
63756957578776,65.3,0.8,-0.5,0.0,65.0,--
63756957579779,65.7,1.2,-0.5,0.0,65.0,--
63756957580778,65.5,1.0,-0.5,0.0,65.0,--
63756957581777,65.6,1.1,-0.5,0.0,65.0,--
63756957582775,65.3,0.8,-0.5,0.0,65.0,--
63756957583778,65.1,0.6,-0.5,0.0,65.0,--
63756957584777,66.1,1.6,-0.5,0.0,65.0,--
63756957585779,64.9,0.4,-0.5,0.0,65.0,--
63756957586778,65.3,0.8,-0.5,0.0,65.0,--
63756957587776,64.5,0.0,-0.5,0.0,65.0,--
63756957588776,65.3,0.8,-0.5,0.0,65.0,--
63756957589776,65.3,0.8,-0.5,0.0,65.0,--
63756957590776,65.3,0.8,-0.5,0.0,65.0,--
63756957591775,64.8,0.3,-0.5,0.0,65.0,--
63756957592775,65.1,0.5,-0.5,0.0,65.0,--
63756957593777,65.7,1.2,-0.5,0.0,65.0,--
63756957594777,65.9,1.4,-0.5,0.0,65.0,--
63756957595776,65.6,1.1,-0.5,0.0,65.0,--
63756957596777,65.6,1.1,-0.5,0.0,65.0,--
63756957597778,65.1,0.6,-0.5,0.0,65.0,--
63756957598776,65.8,1.3,-0.5,0.0,65.0,--
63756957599776,64.8,0.3,-0.5,0.0,65.0,--
63756957600779,66.5,2.0,-0.5,0.0,65.0,--
63756957601779,64.5,0.0,-0.5,0.0,65.0,--
63756957602776,66.0,1.5,-0.5,0.0,65.0,--
63756957603790,66.1,1.6,-0.5,0.0,65.0,--
63756957604791,65.4,0.9,-0.5,0.0,65.0,--
63756957605794,65.4,0.9,-0.5,0.0,65.0,--
63756957606794,66.1,1.6,-0.5,0.0,65.0,--
63756957607793,64.7,0.2,-0.5,0.0,65.0,--
63756957608801,65.3,0.8,-0.5,0.0,65.0,--
63756957609803,65.4,0.9,-0.5,0.0,65.0,--
63756957610805,64.8,0.3,-0.5,0.0,65.0,--
63756957611803,65.0,0.5,-0.5,0.0,65.0,--
63756957612802,65.3,0.8,-0.5,0.0,65.0,--
63756957613793,64.5,0.0,-0.5,0.0,65.0,--
63756957614793,65.6,1.1,-0.5,0.0,65.0,--
63756957615802,65.6,1.1,-0.5,0.0,65.0,--
63756957616792,65.0,0.5,-0.5,0.0,65.0,--
63756957617799,65.6,1.1,-0.5,0.0,65.0,--
63756957618794,65.1,0.6,-0.5,0.0,65.0,--
63756957619794,65.1,0.6,-0.5,0.0,65.0,--
63756957620795,65.1,0.6,-0.5,0.0,65.0,--
63756957621792,65.5,1.0,-0.5,0.0,65.0,--
63756957622792,66.2,1.7,-0.5,0.0,65.0,--
63756957623796,65.5,1.0,-0.5,0.0,65.0,--
63756957624804,65.9,1.4,-0.5,0.0,65.0,--
63756957625801,65.5,1.0,-0.5,0.0,65.0,--
63756957626795,65.4,0.9,-0.5,0.0,65.0,--
63756957627792,64.7,0.2,-0.5,0.0,65.0,--
63756957628794,65.4,0.9,-0.5,0.0,65.0,--
63756957629803,65.4,0.9,-0.5,0.0,65.0,--
63756957630805,65.6,1.1,-0.5,0.0,65.0,--
63756957631806,65.6,1.1,-0.5,0.0,65.0,--
63756957632810,65.2,0.7,-0.5,0.0,65.0,--
63756957633808,65.0,0.5,-0.5,0.0,65.0,--
63756957634807,65.0,0.5,-0.5,0.0,65.0,--
63756957635810,65.1,0.6,-0.5,0.0,65.0,--
63756957636808,65.5,1.0,-0.5,0.0,65.0,--
63756957637810,65.1,0.6,-0.5,0.0,65.0,--
63756957638809,64.5,0.0,-0.5,0.0,65.0,--
63756957639810,64.8,0.3,-0.5,0.0,65.0,--
63756957640807,64.9,0.4,-0.5,0.0,65.0,--
63756957641810,65.1,0.6,-0.5,0.0,65.0,--
63756957642809,65.3,0.8,-0.5,0.0,65.0,--
63756957643807,65.0,0.5,-0.5,0.0,65.0,--
63756957644808,65.4,0.8,-0.5,0.0,65.0,--
63756957645809,65.6,1.1,-0.5,0.0,65.0,--
63756957646807,65.8,1.3,-0.5,0.0,65.0,--
63756957647808,65.1,0.6,-0.5,0.0,65.0,--
63756957648807,65.0,0.5,-0.5,0.0,65.0,--
63756957649809,65.9,1.4,-0.5,0.0,65.0,--
63756957650809,65.0,0.5,-0.5,0.0,65.0,--
63756957651809,65.3,0.8,-0.5,0.0,65.0,--
63756957652806,65.2,0.7,-0.5,0.0,65.0,--
63756957653807,65.3,0.8,-0.5,0.0,65.0,--
63756957654806,66.7,2.2,-0.5,0.0,65.0,--
63756957655808,65.4,0.9,-0.5,0.0,65.0,--
63756957656810,65.1,0.6,-0.5,0.0,65.0,--
63756957657809,65.0,0.5,-0.5,0.0,65.0,--
63756957658810,65.9,1.4,-0.5,0.0,65.0,--
63756957659808,65.0,0.5,-0.5,0.0,65.0,--
63756957660807,65.3,0.8,-0.5,0.0,65.0,--
63756957661807,65.9,1.4,-0.5,0.0,65.0,--
63756957662807,64.8,0.3,-0.5,0.0,65.0,--
63756957663807,65.1,0.6,-0.5,0.0,65.0,--
63756957664810,65.4,0.9,-0.5,0.0,65.0,--
63756957665810,65.6,1.1,-0.5,0.0,65.0,--
63756957666807,66.1,1.6,-0.5,0.0,65.0,--
63756957667809,65.1,0.6,-0.5,0.0,65.0,--
63756957668807,65.0,0.5,-0.5,0.0,65.0,--
63756957669807,65.3,0.8,-0.5,0.0,65.0,--
63756957670807,65.0,0.5,-0.5,0.0,65.0,--
63756957671810,65.7,1.2,-0.5,0.0,65.0,--
63756957672808,65.0,0.5,-0.5,0.0,65.0,--
63756957673809,65.1,0.6,-0.5,0.0,65.0,--
63756957674807,65.0,0.5,-0.5,0.0,65.0,--
63756957675808,65.1,0.6,-0.5,0.0,65.0,--
63756957676808,65.0,0.5,-0.5,0.0,65.0,--
63756957677810,65.4,0.9,-0.5,0.0,65.0,--
63756957678808,65.5,1.0,-0.5,0.0,65.0,--
63756957679807,64.7,0.2,-0.5,0.0,65.0,--
63756957680807,65.6,1.1,-0.5,0.0,65.0,--
63756957681809,65.4,0.9,-0.5,0.0,65.0,--
63756957682809,64.8,0.3,-0.5,0.0,65.0,--
63756957683808,65.6,1.1,-0.5,0.0,65.0,--
63756957684810,65.1,0.6,-0.5,0.0,65.0,--
63756957685806,65.2,0.7,-0.5,0.0,65.0,--
63756957686810,66.2,1.7,-0.5,0.0,65.0,--
63756957687806,65.2,0.7,-0.5,0.0,65.0,--
63756957688809,65.4,0.9,-0.5,0.0,65.0,--
63756957689809,65.6,1.1,-0.5,0.0,65.0,--
63756957690807,66.1,1.6,-0.5,0.0,65.0,--
63756957691808,64.5,0.0,-0.5,0.0,65.0,--
63756957692807,65.6,1.1,-0.5,0.0,65.0,--
63756957693809,65.4,0.9,-0.5,0.0,65.0,--
63756957694809,65.3,0.8,-0.5,0.0,65.0,--
63756957695809,65.6,1.1,-0.5,0.0,65.0,--
63756957696810,65.1,0.6,-0.5,0.0,65.0,--
63756957697809,65.6,1.1,-0.5,0.0,65.0,--
63756957698811,65.9,1.4,-0.5,0.0,65.0,--
63756957699809,65.2,0.7,-0.5,0.0,65.0,--
63756957700806,64.7,0.2,-0.5,0.0,65.0,--
63756957701810,65.4,0.9,-0.5,0.0,65.0,--
63756957702807,65.5,1.0,-0.5,0.0,65.0,--
63756957703809,65.7,1.2,-0.5,0.0,65.0,--
63756957704810,65.9,1.4,-0.5,0.0,65.0,--
63756957705808,64.7,0.2,-0.5,0.0,65.0,--
63756957706806,65.0,0.5,-0.5,0.0,65.0,--
63756957707808,64.8,0.3,-0.5,0.0,65.0,--
63756957708806,66.3,1.8,-0.5,0.0,65.0,--
63756957709808,65.9,1.4,-0.5,0.0,65.0,--
63756957710809,74.3,9.6,-0.5,0.2,65.0,--
63756957711811,70.5,5.8,-0.5,0.2,65.0,--
63756957712809,66.5,1.8,-0.5,0.2,65.0,--
63756957713810,66.1,1.4,-0.5,0.2,65.0,--
63756957714812,68.3,3.6,-0.5,0.1,65.0,--
63756957715810,70.3,5.7,-0.5,0.2,65.0,--
63756957716808,72.2,7.6,-0.5,0.1,65.0,--
63756957717810,65.9,1.4,-0.5,0.0,65.0,--
63756957718810,70.6,6.0,-0.5,0.1,65.0,--
63756957719810,72.8,8.2,-0.5,0.1,65.0,--
63756957720818,67.1,2.4,-0.5,0.1,65.0,--
63756957721811,71.0,6.4,-0.5,0.1,65.0,--
63756957722808,69.6,5.1,-0.5,0.0,65.0,--
63756957723811,66.0,1.5,-0.5,0.0,65.0,--
63756957724808,64.9,0.4,-0.5,0.0,65.0,--
63756957725811,64.9,0.4,-0.5,0.0,65.0,--
63756957726809,66.3,1.8,-0.5,0.0,65.0,--
63756957727810,65.1,0.6,-0.5,0.0,65.0,--
63756957728809,66.4,1.9,-0.5,0.0,65.0,--
63756957729809,65.1,0.6,-0.5,0.0,65.0,--
63756957730809,65.6,1.1,-0.5,0.0,65.0,--
63756957731808,64.7,0.2,-0.5,0.0,65.0,--
63756957732807,66.1,1.6,-0.5,0.0,65.0,--
63756957733808,65.1,0.6,-0.5,0.0,65.0,--
63756957734807,65.3,0.8,-0.5,0.0,65.0,--
63756957735809,65.1,0.6,-0.5,0.0,65.0,--
63756957736808,65.6,1.1,-0.5,0.0,65.0,--
63756957737809,65.9,1.4,-0.5,0.0,65.0,--
63756957738810,65.6,1.1,-0.5,0.0,65.0,--
63756957739808,64.7,0.2,-0.5,0.0,65.0,--
63756957740806,65.3,0.8,-0.5,0.0,65.0,--
63756957741807,65.1,0.6,-0.5,0.0,65.0,--
63756957742808,64.5,0.0,-0.5,0.0,65.0,--
63756957743807,65.8,1.3,-0.5,0.0,65.0,--
63756957744807,65.6,1.1,-0.5,0.0,65.0,--
63756957745808,65.1,0.6,-0.5,0.0,65.0,--
63756957746808,65.1,0.6,-0.5,0.0,65.0,--
63756957747809,65.1,0.6,-0.5,0.0,65.0,--
63756957748810,65.1,0.6,-0.5,0.0,65.0,--
63756957749808,65.8,1.3,-0.5,0.0,65.0,--
63756957750807,65.0,0.5,-0.5,0.0,65.0,--
63756957751810,64.6,0.1,-0.5,0.0,65.0,--
63756957752810,64.8,0.3,-0.5,0.0,65.0,--
63756957753810,65.0,0.5,-0.5,0.0,65.0,--
63756957754808,65.5,1.0,-0.5,0.0,65.0,--
63756957755809,71.6,7.1,-0.5,0.0,65.0,--
63756957756810,68.4,3.9,-0.5,0.0,65.0,--
63756957757811,65.4,0.9,-0.5,0.0,65.0,--
63756957758807,65.7,1.2,-0.5,0.0,65.0,--
63756957759807,65.1,0.6,-0.5,0.0,65.0,--
63756957760810,65.1,0.6,-0.5,0.0,65.0,--
63756957761809,65.9,1.4,-0.5,0.0,65.0,--
63756957762807,64.5,0.0,-0.5,0.0,65.0,--
63756957763808,65.6,1.1,-0.5,0.0,65.0,--
63756957764809,65.6,1.1,-0.5,0.0,65.0,--
63756957765808,65.0,0.5,-0.5,0.0,65.0,--
63756957766808,65.3,0.8,-0.5,0.0,65.0,--
63756957767809,65.1,0.6,-0.5,0.0,65.0,--
63756957768806,65.5,1.0,-0.5,0.0,65.0,--
63756957769809,65.4,0.9,-0.5,0.0,65.0,--
63756957770810,65.6,1.1,-0.5,0.0,65.0,--
63756957771807,65.2,0.7,-0.5,0.0,65.0,--
63756957772808,66.5,2.0,-0.5,0.0,65.0,--
63756957773806,65.0,0.5,-0.5,0.0,65.0,--
63756957774809,65.7,1.2,-0.5,0.0,65.0,--
63756957775817,65.6,1.1,-0.5,0.0,65.0,--
63756957776809,65.3,0.8,-0.5,0.0,65.0,--
63756957777808,64.7,0.2,-0.5,0.0,65.0,--
63756957778807,64.8,0.3,-0.5,0.0,65.0,--
63756957779811,65.2,0.7,-0.5,0.0,65.0,--
63756957780806,66.0,1.5,-0.5,0.0,65.0,--
63756957781808,65.9,1.4,-0.5,0.0,65.0,--
63756957782807,66.1,1.6,-0.5,0.0,65.0,--
63756957783807,65.3,0.8,-0.5,0.0,65.0,--
63756957784808,64.8,0.3,-0.5,0.0,65.0,--
63756957785808,65.9,1.4,-0.5,0.0,65.0,--
63756957786810,66.2,1.7,-0.5,0.0,65.0,--
63756957787808,64.7,0.2,-0.5,0.0,65.0,--
63756957788807,64.7,0.2,-0.5,0.0,65.0,--
63756957789807,65.3,0.8,-0.5,0.0,65.0,--
63756957790811,66.0,1.5,-0.5,0.0,65.0,--
63756957791808,65.5,1.0,-0.5,0.0,65.0,--
63756957792809,65.4,0.9,-0.5,0.0,65.0,--
63756957793806,65.5,1.0,-0.5,0.0,65.0,--
63756957794809,65.7,1.2,-0.5,0.0,65.0,--
63756957795811,65.4,0.9,-0.5,0.0,65.0,--
63756957796810,65.3,0.8,-0.5,0.0,65.0,--
